,old_tweet,new_tweet
126,KORSA: Pernyataan Moeldoko Bukti Istana Takut dengan Kebangkitan Umat Islam,kebersamaanpernyataanmoeldokobuktiistanatakutdengankebangkitanumatislam
127,cowo yang jago drasex mana? sini ngentot sama adek - luvian',cowokyangjagodrasexmanasiningentotsamaadikluvian
128,"USER kroasia itu kapir tauuu,ngapain blajar sm kapir...udh lupa sm kapling sorga??'",kroasiaitukafirtauapabelajarsamakafirsudahlupasamakaplingsorga
129,USER USER loh bukan nya mentri suharto ada yg homo?',lahbukannyamenterisuhaoadayanghomo
130,Gue tau loh bukan yang dulu yang masih culun dan cemen semua orang pasti akan berubah perlahan2 entah itu baik / buruk :)',guetaulahbukanyangduluyangmasihculundantakutsemuaorangpastiakanberubahperlahan lahanentahitubaikburuk
131,Pada perang salib dulu itu kerajaan di Afrika terbagi dua yakni Babilonia pemeluk kristen dan Tobaco pemeluk islam',padaperangsalibduluitukerajaandiafrikaterbagiduayaknibabiloniapemelukkristendantobacopemelukislam
132,"Kejar setorang memang cukup bangsad, mana rupiah turun \xf0\x9f\x98\xa5'",kejarsetoranmemangcukupbangsatmanarupiahturunxf0x9fx98xa5
133,"Moga ini ada tindak lanjutnya!; ; Pelaporan terhadap ?penista agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Bareskrim Mabes Polri, Gambir, Jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB.; #Perhaps USER;",semogainiadatindaklanjutnyapelaporanterhadappenistaagamaadekarmandoakandilakukanlangsungolehketuaumumfront pembela islamkhshobrilubiskebadan reserse kriminalmarkas besarkepolisian republik indonesiagambirjakaapusatpadaselasa104pukul1300waktu indonesia bagian baratperhaps
134,USER USER USER USER USER USER USER USER Bangke.. hajar!!!!',bangkaihajar
135,USER USER USER .\nOnta mati klo kebanyakan Minum',ontamatikalaukebanyakanminum
136,URL Ahok tng mrka trus was-was hdpnya USER USER USER USER USER USER USER,uniform resource locatorahoktngmerekateruswaswashidupnya
137,Itu baru di Sul Teng.. !!!; Ini ekses akibat tersandera hutang china !!!; #2019GantiPresiden; #2019PresidenBaru ; #2019TetapJokowiGanti,itubarudisultenginieksesakibattersanderahutangcina2019 ganti presiden2019 presiden baru2019 tetap jokowi ganti
138,"6. Pride (Yunani; \xe1\xbd\x99\xcf\x80\xce\xb5\xcf\x81\xce\xb7\xcf\x86\xce\xb1\xce\xbd\xce\xaf\xce\xb1-hyper\xc4\x93phania) keangkuhan/harga diri/kesombongan\ndikenal juga dengan sebutan hubris/vanity. harga diri yang tinggi dapat merubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-'",6prideyunanixe1xbdx99xcfx80xcexb5xcfx81xcexb7xcfx86xcexb1xcexbdxcexafxcexb1hyperxc4x93phaniakeangkuhanhargadirikesombongandikenaljugadengansebutanhubrisvanityhargadiriyangtinggidapatmengubahmanusiasombongkesombonganmembuatmanusiaterkutukdimatatuhandandapatmembuatmanusiamencintaidirinyasendiri
139,"Aku bertanya tujuan pada hati\nLogikaku yg menjawab \nTapi hati tak tenang\nAku bertanya pada logika \nHatiku sedih \nKu cari jawaban dalam wasiat yg Beliau tinggalkan. \nDan aku mulai menjadi terasing dan asing di mata manusia. \nTak apa duhai diri, ada",akubeanyatujuanpadahatilogikakuyangmenjawabtapihatitaktenangakubeanyapadalogikahatikusedihkucarijawabandalamwasiatyangbeliautinggalkandanakumulaimenjaditerasingdanasingdimatamanusiatakapaduhaidiriada
140,USER Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,takhanyakurangbeajinyakomisi pemberantasan korupsierainitapierainijugakomitmendalampemberantasankorupsitidaksurat pemberitahuan tahunandierapaksusilo bambang yudhoyono
141,RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol',admintololdipakaitololkenapaaitololuntukorangtolol
142,"RT USER: Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL",ayutingtinggoyanghotdekatraffiahmadnagitaslavinakampungannorakuniform resource locator
143,Video ttg TKA dibuat oleh Malaysia tapi mengutip pernyataan saya di USER,videotentangtenaga kerja asingdibuatolehmalaysiatapimengutippernyataansayadi
144,PPP: Jangan Buru-buru Tolak Wacana Pilkada LewatÂ DPRD,pppjanganburuburutolakwacanapilihan kepala daerahlewatdewan perwakilan rakyat daerah
145,"Random pagi2 ada Bapak2 nyamperin ke meja kerja trus nanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya""\nIngin ku jawab pake air wudhu tapi ku Kristen.'",randompagi pagiadabapak bapakmenyamperkemejakerjaterusbertanyapakaibedakapasihbiarmukanyabersihistrisayabuteksoalnyainginkujawabpakaiairwudhutapikukristen
146,USER USER KO GUA KAMPRET',kokguekampret
147,Memek lonte pengen disodok kontol gede',memeklonteingindisodokkontolgede
148,Jokowi aja yg mundur. USER tutup. URL,jokowisajayangmundurtutupuniform resource locator
149,"USER Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo'",berbicaraapaitumulutkoksepeibancibelikacadululihatdirimubro
150,USER Ada amin rasis.\nAda amat dani\nAda ratna si paiiit.\nAda si onta.\nAda si lobang anus.\nJdi jngan takut wo wo..\nKehabisan obat penenang yh.',adaaminracistnadaamatdaninadaratnasihpaiiitnadasihontanadasihlobanganusjadijangantakutoioikehabisanobatpenenangya
151,USER Tunggu komando IMAM BEJAT CABUL USER . TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawa ULAMA...\nDASAR Banj SEMPAK',tunggukomandoimambejatcabultaibirxf0x9fx8dxbadankenapa kenapabawaulamadasarbanjsempak
152,Kabinet berantakan \nPemecah belah persatuan hanya ad di rezim ini',kabinetberantakanpemecahbelahpersatuanhanyaadadirezimini
153,"dih! Ngaku lebih pinter dr orang politik, NGACA DULU WOYY tampang loe aja k\xc3\xa6k orang BEGO!!! USER ckakakakak'",ihmengakuilebihpintardariorangpolitikmengacaduluoitampangkamusajakxc3xa6korangbegowkwk
154,"#PDIPerjuanganMenang Dengan menekan perusahaan tambang dgn target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan'",partai demokrasi indonesia perjuangan menangdenganmenekanperusahaantambangdengantargetproyekyangimpossiblelaludilelangmurahpadaantekcinantbcontohkasuspartai demokrasi indonesia perjuanganmaumenangdasarbajingan
155,USER USER ga caya sama mulut buaya mu bwang',tidakpercayasamamulutbuayamubawang
156,"2019, jika SBY + PRABOWO menyatu melawan MEGA + JOKOWI , maka peristiwa 2004 akan terulang dimana PDIP yg Incumbent dikalahkan mutlak oleh SBY. ; ; Tp jk JKW+MEGA+SBY melawan PRABOWO, mk Pilpres selesai sudah. ; ; Jk 3 Poros di Pilpres, mk salah satu Lawan",2019jikasusilo bambang yudhoyonoprabowomenyatumelawanmegajokowimakaperistiwa2004akanterulangdimanapartai demokrasi indonesia perjuanganyangincumbentdikalahkanmutlakolehsusilo bambang yudhoyonotetapijikajokowimegasusilo bambang yudhoyonomelawanprabowomkpemilihan presidenselesaisudahjika3porosdipemilihan presidenmksalahsatulawan
157,RT USER USER Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,jangankayakbancikalengkamugatotseringbuatgaduhgentlemanlahmundursiapbersaingdipemilihanpresiden2019melawanjokowi
158,bebal...,bebal
159,"5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat &amp; Komunis karena dapat menghambat agenda dan kepentingan mereka.(Obviously)'",5yangterakhirkarenaindonesianegaradenganpopulasimuslimterbesardiduniayangmanaislamsaatinimerupakanmusuhbaratampkomuniskarenadapatmenghambatagendadankepentinganmerekaobviously
160,USER USER umuh &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',umuhbegitupersibpersibkunyukdanxf0x9fx98x82xf0x9fx98x82xf0x9fx98x82
161,USER USER Buat film muslim pilih ahok mati nggak di sholatin......; dijamin laris ......,buatfilmmuslimpilihahokmatienggakdidisalatkandijaminlaris
162,"tapi banu banu Yahudi itu tentu beda dgn banu banu Kristen Syriac. salah satu perbedaan ad banu Yahudi tetep pake ""eloah/ elohim/ yahwe/"" sedangkan Syriac sudah pake ""alah/ allah""'",tapibanubanuyahudiitutentubedadenganbanubanukristensuriahsalahsatuperbedaanadabanuyahuditetappakaieloahelohimyahwesedangkansuriahsudahpakaialahallah
163,USER Eh kenapa muka merah2 tu? Tak dpt cendol ke? Bukan la setan cuaca skrg ni panas.',ehkenapamukamerah merahitutakdapatcendolkebukanlahsetancuacasekarangnihpanas
164,Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Seberulnya itu media menumpahkan sakit hati katak dan cebong. *Ehe,pemberitaansaracendiframingkatakseakantimprabowodananiessandisebenarnyaitumediamenumpahkansakithatikatakdancebongehe
165,"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan",giatbhayangkara pembina keamanan dan ketertiban masyarakatbrigadir polisimanajemen berbasis sekolahsihombingpadahariinirabu11april2018melaksanakansambangdesadantatapmukasekaligusmemantaukeamanan dan ketertiban masyarakatmenujupilihan kepala daerah2018didesalobusiregaritepatnyadi rumahrudipanjaitanhelmansiahaandanhotmansiahaan
166,Syg bgt ya ngeliat perempuan kyk gini... Gak ada status apa2 tp udah nemplok sm laki-laki sana sini. Haduh....\nNagita Slavina Blak-blakan Sebut Ayu Ting Ting Kampungan \xe2\x80\x93 VIVA URL,sayangbangetyamelihatperempuankayakbeginitidakadastatusapa apatetapisudahmenempelsamalakilakisanasiniaduhnagitaslavinablakblaksebutayutingtingkampunganxe2x80x93vivauniform resource locator
167,USER Jgn lupa juga kang.... Umat katolik dan minorutas lainnya diperhatika. Gubernur untuk semua golongan bukan satu golongan.',janganlupajugakangumatkatolikdanminoritaslainnyadiperhatikangubernuruntuksemuagolonganbukansatugolongan
168,USER USER USER USER Kan ane bukan cebong udeh dibilangin dari maren masih ngeyel\nSitu maksa ane jadi cebong?',kansayabukancebongsudahdibilangidarikemarinmasihmengeyelsitumemaksasayajadicebong
169,"USER Kelemahan gerindra itu ada di orang ini,...Prabowo turun elektabilitasnya karena CONGOR fadlizon spt DURNO'",kelemahangerindraituadadioranginiprabowoturunelektabilitasnyakarenacongorfadli zonsurat pemberitahuan tahunandurno
170,"Selamat Hari Kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini ð?¤?",selamatharikakakinisetiapkaliselaludirayakanlaluapamaknanyakaliini
171,"Foto memang bisu ,tpi memiliki banyak arti yg sush diartikan,sma seperti kamu susah diartikan,mau putus atau lanjut ?'",fotomemangbisutetapimemilikibanyakaiyangsusahdiaikansamasepeikamususahdiaikanmauputusataulanjut
172,USER wakakakaka aku sudah mengalaminya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 tetiba muncul grub wa a.n Bani Abd Hadi a.k.a mbahku dan seketika aku mek kenal beberapa orang saja \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\,wkwkakusudahmengalaminyaxf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82setibanyamunculgrubwaadanbaniabdihadiakambahkudanseketikaakumekkenalbeberapaorangsajaxf0x9fxa4xa3xf0x9fxa4xa3xf0x9fxa4
173,"abam pres badar n nuqaba pling boekkkð???, dia ni hebat dlm bidang agama, x tkut nk tgur member sndiri, n selalu wat lawak hambar (yg pling aku ingt smpai skrg lawak dia klau org ckp jom gerak skrg dia akn gerakkn badan dia yg chubby tu)ð???,",ayahpresbadardannuqabapalingboekkkdianihhebatdalambidangagamaxtakutnatural killertegurmembersendiridanselalubuatlawakhambaryangpalingakuingatsampaisekaranglawakdiakalauorangcukupjomgeraksekarangdiaakangerakanbadandiayangchubbyitu
174,â??Seorang anak Pekan telah mengilhamkan Dasar Ekonomi Baru (DEB) dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar. Beliau adalah Allahyarham Tun Abdul Razakâ?? - DS USER #MalaysiaMemilih #HogohUndi,seoranganakpekantelahmengilhamkandasarekonomibarudebdanmenjadipenggerakutamakepadakemajuanekonomiluarbandarbeliauadalahallah ya rahmantunabdulrazakdsmalaysia memilihhogohundi
175,"USER USER Hahaha sialaaan nih si USER,; ; ternyata klo lg laper, ; presiden juga mau disikat sama doið???ð??½; ;",hahasialaaannihsihternyatakalaulagilaparpresidenjugamaudisikatsamadia
176,"USER USER USER mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sdh keburu ancor..nah skrg saja ekonomi morat marit,, kacaoooooo!!'",maumenasihatikalisupayatidakugal ugalannihrezimehtapiininegerisudahkeburuhancurnahsekarangsajaekonomimoralmenikahkacaoooooo
177,"USER aelaah silit kebeler,. ngapa dikasianin,., org makin sayang saya pak,.,\nsetelah kasus sosmed gw baru sadar bbrapa hal di seitansai kemarin.,.\ntar gw ceritain,., duuuhhh,. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85'",alahsilitkebeletkenapadikasihaniorangmakinsayangsayapaksetelahkasusmedia sosialguebarusadarbeberapahaldisatu instansikemarinnantigueceritakanduuuhhhxf0x9fxa4xa3xf0x9fxa4xa3xf0x9fx98x85
178,"USER iya, tdi cacad'",iyatadicacat
179,"USER tahun 2019 Rakyat makan ASPAL dan BETON; ini adalah solusi jitu mengurangi kemiskinan; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #",tahun2019rakyatmakanaspaldanbetoniniadalahsolusijitumengurangikemiskinankeahliancebonghanya1tukangtipucebongadalahbegitugoblokenggakketulunganplongaplongomengakibatkanoptimismeberlebihan2019 ganti presiden
180,"USER Aku pernah sempat baca ttg Harun Yahya ini yg 'membelot' ke kubu Yahudi dgn Freemasonry nya...kdg suka ga percaya...""",akupernahsempatbacatentangharunyahyainiyangmembelotkekubuyahudidenganfreemasonnyakadangsukatidakpercaya
181,Kita Maju Bersama Ulama ; Kita Bergerak Bersama Semua Tokoh Agama untuk Indonesia; #NderekGusMus,kitamajubersamaulamakitabergerakbersamasemuatokohagamauntukindonesiaikut gus mus
182,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,
183,"#MukidiKepedean ; Pertanyaan mudah ya..; Dijawab yg keras , tapi Saya minta dijawab yg keras , siapa nama Saya ?",mukidi terlalu percaya diripeanyaanmudahyadijawabyangkerastapisayamemintadijawabyangkerassiapanamasaya
184,USER Kemarin di hujat sekarang mengharap dasar para bani kamprey',kemarindihujatsekarangmengharapdasarparabanikampret
185,"USER Penjelasan sy bukan FITNAH, silahkan DIBANTAH USER Apollinaris Darmawan Sebut Al-Quran Kitab Sampah",penjelasansayabukanfitnahsilakandibantahapollinarisdarmawansebutalalqurankitabsampah
186,"Monyet aja koloe dbilang saudra sma elo pasti ogah, hdupmu kok gini amat ya.. Toe Hati apa comberan? USER'",monyetsajakoloedibilangsaudarasamakamupastiogahhidupmukokbeginiamatyaituhatiapacomberan
187,Body Lufra/ scrub dg bhn dasar lidah buaya utk mlembabkn kulit &amp; lbh bcahaya info: 087812026394 #BMI',bodylufrascrubdenganbahandasarlidahbuayauntukmelembabkankulitamplebihbercahayainfo087812026394body mass index
188,USER Tak punya cacat di masa lalu krn blum bermasa lalu',takpunyacacatdimasalalukarenabelumbermasalalu
189,USER USER jangan2 penganut bumi datar juga? \xf0\x9f\x98\x9d\nsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka.',jangan janganpenganutbumidatarjugaxf0x9fx98x9dsoalnyateoribumibulatkandariorangasingyangnotabenemusuhmereka
190,"Becak Warga Binjai Hendak Disita karena Gunakan Tenda Bertuliskan #2019GantiPresiden, PKS MERADANG; ; Bukti pemerintah panik dan takut?; ;",becakwargabinjaihendakdisitakarenagunakantendabeuliskan2019 ganti presidenpartai keadilan sejahterameradangbuktipemerintahpanikdantakut
191,lebih baik jokowi mundur..,lebihbaikjokowimundur
192,Munas Alim Ulama PPP di semarang. menghasilkan lima rekomendasi syarat dan kriteria-kriteria bagi Calon Wakil Presiden yang akan mendampingi Bpk Jokowi di 2019 mendatang. #Romahurmuziy,musyawarah nasionalalimulamapppdisemarangmenghasilkanlimarekomendasisyaratdankriteriakriteriabagicalonwakilpresidenyangakanmendampingibapakjokowidi2019mendatangromahurmuziy
193,USER Luar biasa pencerahan nya.. Saya merasa gagal sebagai anak ekonomi.. Wkwk,luarbiasapencerahannyasayamerasagagalsebagaianakekonomiwkwk
194,"USER USER USER USER Kafan berasal dari budaya yahudi, kenapa umat Islam mengklaim ?'",kafanberasaldaribudayayahudikenapaumatislammengklaim
195,Oleh rezim skrg atas kendali Negara Cina Komunis yg mjd patron tunggal rezim anti islam ( Jokowi ),olehrezimsekarangataskendalinegaracinakomunisyangmenjadipatrontunggalrezimantiislamjokowi
196,USER USER itu tanda nya mau pilkada n pilpres,itutandanyamaupilihan kepala daerahdanpemilihan presiden
197,Misi4: Membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya Jawa Barat yang luhur #No3JabarAsyik #Asyikm3nang,misi 4membangunmasyarakatyanggotongroyongtolerandanharmoniselarasnilaibudayajawabaratyangluhurnomor tiga jawa barat asyikasyik menang
198,Ketabahan pasangan En Taufiq dan Puan Nurliyana yang wajar dicontohi.. jom kita beri sumbangan untuk meringankan beban pasangan ini... come on twitter do your things! ; ; BSN - 0510541000096745 ; Bank Islam - 05058020145124 ; (Nurliyana bte Abdul Raziff) ;,ketabahanpasangandantaufikdanpuannurliyanayangwajardicontohijomkitaberisumbanganuntukmeringankanbebanpasanganinicomeontwitterdoyourberpikirbadan standarisasi nasional0510541000096745bankislam05058020145124nurliyanabosanabdulrazif
199,"USER Apaansi tai baru gt doang belagunya udah selangit. Ga inget ada karma? Ntar bbrp taun lagi kalo idol lu flop, gua ketawa paling keras.'",apa sihtaibarubegitudoangbelaganyasudahselangittidakingatadakarmanantibeberapatahunlagikalauidolkamuflopguetertawapalingkeras
200,USER USER celeng kgn gw y',celengkangengueiya
201,"#TerangiNegeri dengan budaya , yuk pada visit ke purwokerto ,mumpung Ada even rakyat.; .; #purwokerto; #extravaganzabanyumas",terangi negeridenganbudayayukpadamengunjungikepurwokeomumpungadaevenrakyatpurwokeoekstra vaganza banyumas
202,"Presiden itu punya dana taktis, dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada. Soal program banyak sekali: ada pembangunan infrastruktur, KIP, KIS, Sertifikat tanah, perhutanan sosial, BBM 1 harga, padat karya,",presidenitupunyadanataktisdiabisamenggunakanuntukkepentinganrakyatnyadiluarprogram programpemerintahyangsudahadasoalprogrambanyaksekaliadapembangunaninfrastrukturkipkartu indonesia sehatseifikattanahperhutanansosialbahan bakar minyak1hargapadatkarya
203,USER Aamiin ya Allah :(((\nTimnya Kinan aja sampai pelatihan ular karena dia dapat di rawa-rawa. Aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw',aminyaallahtimnyakinansajasampaipelatihanularkarenadiadapatdirawarawaakudapatnyadisungaigedebegitudanmusuhnyabuayawkwk
204,USER USER MAJU KAMU NGATAIN MAMA AKU BOLOT',majukamumemakimamaakubolot
205,"Grombolan Kadal Jidat gosong,mmg bgtu, sukanya ribut tapi klo grombolanya yg salah pura2 Budek..Dasar Grombolan Cingkrang URL",gerombolankadaljidatgosongmemangbegitusukanyaributtapikalaugerombolannyayangsalahpura purabudekdasargerombolancingkranguniform resource locator
